id,url,lb_type_bien,ville,price,pieces,surface,date_annonce,dependance,annexe,classe_energie,gaz_effet_serre
1260694776,https://www.paruvendu.fr/immobilier/vente/maison/a-5-mns-de-la-ferte-gaucher-maison-de-village-a-renover-ave/1260694776A1KIVHMN000,Maison,La Ferté-Gaucher (77320),97500,3,101,03/09/2022,NC,NC,E,B
1263297361,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-versailles-3-piece-s-73-6-m2/1263297361A1KIVHAP000,Appartement,Versailles (78000),499000,3,74,03/09/2022,Balcon,Parking,C,D
1263773523,https://www.paruvendu.fr/immobilier/vente/duplex-en-zone-franche/particulier/1263773523A1KIVHDU000,Duplex/triplex,Sevran (93270),226000,NC,78,03/09/2022,NC,NC,C,C
1263773560,https://www.paruvendu.fr/immobilier/prestige/maison/maison-au-calme-et-proche-de-tout/1263773560A1KIVHMN000,Maison,Chaville (92370),927000,7,118,03/09/2022,NC,Parking,NC,NC
1263773532,https://www.paruvendu.fr/immobilier/vente/appartement/3p-lumineux-avec-vue-degagee/1263773532A1KIVHAP000,Appartement,Vélizy-Villacoublay (78140),278100,3,61,03/09/2022,Balcon,Cave,NC,NC
1263772940,https://www.paruvendu.fr/immobilier/vente/2-pieces-en-rez-de-jardin-privatif/particulier/1263772940A1KIVHAP000,Appartement,Antony (92160),273000,2,41,03/09/2022,NC,NC,D,B
1261865326,https://www.paruvendu.fr/immobilier/vente/maison/atypique-maison-briarde-logement-a-l-etage-avec-acces-indep/1261865326A1KIVHMN000,Maison,Villeneuve-sur-Bellot (77510),222000,4,179,03/09/2022,NC,NC,G,G
1260968772,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-le-chesnay-5-pieces-103-m2/1260968772A1KIVHAP000,Appartement,Le Chesnay (78150),569000,5,103,03/09/2022,Balcon,Parking,D,NC
1263772766,https://www.paruvendu.fr/immobilier/prestige/appartement/t4-4-pieces/1263772766A1KIVHAP000,Appartement,Courbevoie (92400),779000,4,91,03/09/2022,Balcon,Parking,B,C
1263772627,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-1-piece-tres-fonctionnel-et-lumineux/1263772627A1KIVHAP000,Appartement,Bellefontaine (95270),105000,1,28,03/09/2022,NC,Cave,D,D
1263772315,https://www.paruvendu.fr/immobilier/vente/maison-7-pieces/particulier/1263772315A1KIVHMN000,Maison,Sainte-Colombe (77650),240000,7,106,03/09/2022,NC,NC,D,B
1263772310,https://www.paruvendu.fr/immobilier/vente/appartement-t2-meuble-sur-vanves-calme-disponible-de-suite/particulier/1263772310A1KIVHAP000,Appartement,Vanves (92170),250000,2,36,03/09/2022,NC,NC,F,C
1263772271,https://www.paruvendu.fr/immobilier/vente/maison/magnifique-demeure-d-environ-180m2-sur-un-terrain-de-520m2/1263772271A1KIVHMN000,Maison,Osmoy (78910),435000,6,180,03/09/2022,Terrasse,Cave,NC,NC
1263143093,https://www.paruvendu.fr/immobilier/vente/maison/situee-dans-un-endroit-calme-et-verdoyant/1263143093A1KIVHMN000,Maison,Marolles-en-Hurepoix (91630),456000,6,132,03/09/2022,Terrasse,Parking,D,A
1262979350,https://www.paruvendu.fr/immobilier/prestige/appartement/issy-val-de-seine-quartier-tres-recherche/1262979350A1KIVHAP000,Appartement,Issy-les-Moulineaux (92130),685000,3,76,03/09/2022,Terrasse,Parking,D,A
1262824249,https://www.paruvendu.fr/immobilier/vente/maison/maison-5-pieces-128m2-parmain/1262824249A1KIVHMN000,Maison,Parmain (95620),323900,4,128,03/09/2022,Terrasse,Parking,G,C
1261738197,https://www.paruvendu.fr/immobilier/vente/maison/charmante-maison-familiale-avec-beau-potentiel/1261738197A1KIVHMN000,Maison,Presles (95590),367000,6,147,03/09/2022,Terrasse,NC,C,D
1263770537,https://www.paruvendu.fr/immobilier/vente/maison-4-pieces-souppes-sur-loing/particulier/1263770537A1KIVHMN000,Maison,Souppes-sur-Loing (77460),200000,4,82,03/09/2022,NC,NC,A,A
1261721265,https://www.paruvendu.fr/immobilier/vente/maison/grange-a-rehabiliter-entierement-avec-terrain-arriere-le-to/1261721265A1KIVHMN000,Maison,Villeneuve-sur-Bellot (77510),50000,1,88,03/09/2022,NC,NC,NC,NC
1263770484,https://www.paruvendu.fr/immobilier/prestige/d-appartement-a-sceaux-92/particulier/1263770484A1KIVHAP000,Appartement,Sceaux (92330),895000,6,129,03/09/2022,NC,NC,E,F
1263194099,https://www.paruvendu.fr/immobilier/vente/maison/maison-entierement-renovee-de-4-chambres-avec-cour-privativ/1263194099A1KIVHMN000,Maison,Villeneuve-sur-Bellot (77510),171500,5,111,03/09/2022,Terrasse,Parking,NC,NC
1263769254,https://www.paruvendu.fr/immobilier/prestige/appartement/2-pieces/1263769254A1KIVHAP000,Appartement,Paris 15,690000,3,62,03/09/2022,NC,Cave,NC,NC
1263769034,https://www.paruvendu.fr/immobilier/vente/maison/maison-chelles-5-pieces71-51-m2-habi-114-27m2-utile/1263769034A1KIVHMN000,Maison,Chelles (77500),386000,4,72,03/09/2022,Terrasse,Cave,G,F
1263768944,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-bondy-2-piece-s-39-66-m2/1263768944A1KIVHAP000,Appartement,Bondy (93140),161000,2,40,03/09/2022,Balcon,Parking,NC,NC
1262339877,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-saint-pierre-du-perray-2-piece-s-47-85-m2/1262339877A1KIVHAP000,Appartement,Saint-Pierre-du-Perray (91280),167745,2,48,03/09/2022,NC,Parking,B,C
1262401998,https://www.paruvendu.fr/immobilier/vente/maison/maison-argenteuil-5-piece-s-avec-jardin/1262401998A1KIVHMN000,Maison,Argenteuil (95100),367000,4,88,03/09/2022,NC,NC,NC,NC
1262448903,https://www.paruvendu.fr/immobilier/vente/appartement-87m2-4-pieces/particulier/1262448903A1KIVHAP000,Appartement,Saint-Germain-en-Laye (78100),589000,4,87,03/09/2022,NC,NC,A,A
1263584378,https://www.paruvendu.fr/immobilier/prestige/les-lilas-maison-5-pieces-a-9-minutes-a-pieds-futur-metro/particulier/1263584378A1KIVHMN000,Maison,Les Lilas (93260),624900,5,111,03/09/2022,NC,NC,F,G
1263596748,https://www.paruvendu.fr/immobilier/vente/appartement-4-pieces-76-47-m2-boulogne-billancourt/particulier/1263596748A1KIVHAP000,Appartement,Boulogne-Billancourt (92100),596000,4,76,03/09/2022,NC,NC,D,C
1263679526,https://www.paruvendu.fr/immobilier/vente/maison-de-ville-f3-de-55-m2-140-000-euro-mereville-centre/particulier/1263679526A1KIVHMN000,Maison,Méréville (91660),140000,3,55,03/09/2022,NC,NC,F,C
1263707188,https://www.paruvendu.fr/immobilier/vente/3-pieces-bien-occupe-paris-18eme/particulier/1263707188A1KIVHAP000,Appartement,Paris 18,275000,3,37,03/09/2022,NC,NC,G,F
1263712253,https://www.paruvendu.fr/immobilier/vente/appartement-70m2-1-ch-terrasse-48m2/particulier/1263712253A1KIVHAP000,Appartement,Puteaux (92800),480000,3,70,03/09/2022,NC,NC,NC,NC
1262904995,https://www.paruvendu.fr/immobilier/vente/appartement-paris-75018-2-3-pieces-2-parkings/particulier/1262904995A1KIVHAP000,Appartement,Paris 18,575000,3,61,03/09/2022,NC,NC,D,B
1262392548,https://www.paruvendu.fr/immobilier/prestige/t3-a-paris10eme-canal-saint-martin-gare-de-l-est/particulier/1262392548A1KIVHAP000,Appartement,Paris 10,628000,3,61,03/09/2022,NC,Cave,D,D
1263567853,https://www.paruvendu.fr/immobilier/vente/maison-de-caractere-a-magny-les-hameaux/particulier/1263567853A1KIVHMN000,Maison,Magny-les-Hameaux (78114),580000,7,160,03/09/2022,NC,NC,C,C
1263374146,https://www.paruvendu.fr/immobilier/vente/villa-de-200-m2-avec-son-jardin-arbore-de-1300-m2/particulier/1263374146A1KIVHVI000,Villa,Jouarre (77640),390000,10,200,03/09/2022,NC,NC,D,B
1259893079,https://www.paruvendu.fr/immobilier/vente/appartement-3-pieces-5-min-a-pied-du-rer/particulier/1259893079A1KIVHAP000,Appartement,Bussy-Saint-Georges (77600),275000,3,58,03/09/2022,NC,Cave,C,C
1263768507,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-massy-4-piece-s-85-m2/1263768507A1KIVHAP000,Appartement,Massy (91300),319000,4,85,03/09/2022,Balcon,Parking,D,B
1262155063,https://www.paruvendu.fr/immobilier/vente/maison/maison-4-chambres/1262155063A1KIVHMN000,Maison,La Roche-Guyon (95780),263000,6,105,03/09/2022,Terrasse,Parking,E,C
1262269916,https://www.paruvendu.fr/immobilier/vente/maison/maison-familiale-de-160m2-residence-calme-marines-pisc/1262269916A1KIVHMN000,Maison,Marines (95640),554200,7,160,03/09/2022,Terrasse,Parking,C,C
1263511632,https://www.paruvendu.fr/immobilier/vente/maison/chars-maison-ancienne-a-renover-gros-potentiel-4-cham/1263511632A1KIVHMN000,Maison,Chars (95750),169400,5,140,03/09/2022,NC,Parking,NC,NC
1263381277,https://www.paruvendu.fr/immobilier/vente/appartement/paris-20e-grand-t3-lumineux-et-calme-a-vendre/1263381277A1KIVHAP000,Appartement,Paris 20,579000,3,69,03/09/2022,NC,Parking,C,D
1263697251,https://www.paruvendu.fr/immobilier/vente/appartement/paris-19-studio-a-vendre/1263697251A1KIVHAP000,Appartement,Paris 19,104500,1,10,03/09/2022,NC,NC,E,B
1256983337,https://www.paruvendu.fr/immobilier/vente/maison/maison-avec-terrain-de-670m2/1256983337A1KIVHMN000,Maison,Fresnes-sur-Marne (77410),315000,3,84,03/09/2022,Terrasse,Parking,D,E
1262576193,https://www.paruvendu.fr/immobilier/vente/maison/maison-f3-sans-travaux-plein-de-charme/1262576193A1KIVHMN000,Maison,Fresnes-sur-Marne (77410),219000,3,63,03/09/2022,NC,Parking,F,F
1263163649,https://www.paruvendu.fr/immobilier/prestige/maison/maison-meuliere-coeur-de-ville-lagny-sur-marne-terrain-7/1263163649A1KIVHMN000,Maison,Lagny-sur-Marne (77400),659000,3,140,03/09/2022,NC,Parking,D,E
1263177827,https://www.paruvendu.fr/immobilier/vente/appartement/paris-20-studio-a-vendre-13m2/1263177827A1KIVHAP000,Appartement,Paris 20,139500,1,13,03/09/2022,NC,NC,E,E
1263194603,https://www.paruvendu.fr/immobilier/vente/appartement/paris-19-appartement-t2-a-vendre/1263194603A1KIVHAP000,Appartement,Paris 19,380000,2,42,03/09/2022,NC,NC,NC,NC
1263211859,https://www.paruvendu.fr/immobilier/vente/appartement/montreuil-studio-de-29m2-a-vendre/1263211859A1KIVHAP000,Appartement,Montreuil (93100),143000,1,29,03/09/2022,NC,NC,NC,NC
1263307841,https://www.paruvendu.fr/immobilier/vente/appartement/studio-a-vendre-24-m2-paris-20e/1263307841A1KIVHAP000,Appartement,Paris 20,227000,1,24,03/09/2022,NC,NC,NC,NC
1262747460,https://www.paruvendu.fr/immobilier/vente/maison/terrain-3-ch-maison-d-architecte-20-min-a-pied-gare-la/1262747460A1KIVHMN000,Maison,La Ferté-sous-Jouarre (77260),435000,4,150,03/09/2022,Terrasse,Parking,C,D
1263062240,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-neuf-2-pieces-centre-ville-de-lagny/1263062240A1KIVHAP000,Appartement,Lagny-sur-Marne (77400),243800,2,42,03/09/2022,Balcon,Parking,B,C
1263211860,https://www.paruvendu.fr/immobilier/prestige/appartement/vente-souplex-131-m2/1263211860A1KIVHAP000,Appartement,Fontenay-sous-Bois (94120),620000,5,131,03/09/2022,NC,Parking,NC,NC
1263316202,https://www.paruvendu.fr/immobilier/vente/appartement/bagnolet-appartement-4-pieces-107m2/1263316202A1KIVHAP000,Appartement,Bagnolet (93170),550000,4,107,03/09/2022,Terrasse,NC,NC,NC
1263365902,https://www.paruvendu.fr/immobilier/vente/appartement/paris-20-studio-a-vendre-pelleport/1263365902A1KIVHAP000,Appartement,Paris 20,122500,1,12,03/09/2022,Terrasse,NC,E,E
1258692640,https://www.paruvendu.fr/immobilier/vente/appartement/parc-monceau-un-studio-de-11m2-environ-en-etage-eleve-avec/1258692640A1KIVHAP000,Appartement,Paris 8,180000,1,11,03/09/2022,NC,NC,NC,NC
1256782143,https://www.paruvendu.fr/immobilier/vente/appartement/parc-monceau-un-studio-occupe-de-10m2-environ-en-etage-elev/1256782143A1KIVHAP000,Appartement,Paris 17,130000,1,10,03/09/2022,NC,NC,NC,NC
1262452479,https://www.paruvendu.fr/immobilier/prestige/appartement/jardins-du-trocadero-loft-63-m2-traversant-avec-4m-de-haute/1262452479A1KIVHAP000,Appartement,Paris 16,990000,3,63,03/09/2022,Balcon,Parking,NC,NC
1263290493,https://www.paruvendu.fr/immobilier/prestige/appartement/boulevard-du-commandant-charcot-un-appartement-de-4-pieces/1263290493A1KIVHAP000,Appartement,Neuilly-sur-Seine (92200),1480000,4,95,03/09/2022,Balcon,Parking,NC,NC
1263146216,https://www.paruvendu.fr/immobilier/prestige/appartement/jardins-du-trocadero-loft-63m2-traversant-avec-4m-de-hauteu/1263146216A1KIVHAP000,Appartement,Paris 16,990000,2,63,03/09/2022,Balcon,Parking,F,F
1263290494,https://www.paruvendu.fr/immobilier/prestige/appartement/porte-de-saint-cloud-quai-de-seine-loft-de-202m2-avec-3-c/1263290494A1KIVHAP000,Appartement,Paris 16,1990000,5,202,03/09/2022,NC,NC,G,F
1263650054,https://www.paruvendu.fr/immobilier/prestige/appartement/plaine-monceau-tres-bel-appartement-en-etage-eleve-de-226m/1263650054A1KIVHAP000,Appartement,Paris 17,3090000,8,226,03/09/2022,Balcon,Cave,E,E
1263768355,https://www.paruvendu.fr/immobilier/vente/maison/maison-ormesson-sur-marne-5-pieces-130-m2/1263768355A1KIVHMN000,Maison,Ormesson-sur-Marne (94490),490000,5,130,03/09/2022,Balcon,NC,D,D
1263462190,https://www.paruvendu.fr/immobilier/vente/appartement/3-pieces-comme-neuf-proche-du-futur-metro/1263462190A1KIVHAP000,Appartement,Romainville (93230),365000,3,65,03/09/2022,Terrasse,Parking,A,C
1263371607,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-chilly-mazarin-4-piece-s-78-m2/1263371607A1KIVHAP000,Appartement,Chilly-Mazarin (91380),203500,4,78,03/09/2022,Terrasse,Parking,C,D
1263265653,https://www.paruvendu.fr/immobilier/vente/maison/maison-longjumeau-gravigny-7-piece-s-124-m2/1263265653A1KIVHMN000,Maison,Longjumeau (91160),445000,7,124,03/09/2022,Terrasse,Parking,E,B
1263768124,https://www.paruvendu.fr/immobilier/vente/appartement/investissement-studea/1263768124A1KIVHAP000,Appartement,Paris 18,125000,1,18,03/09/2022,NC,NC,NC,NC
1263768043,https://www.paruvendu.fr/immobilier/prestige/maison/maison-rueil-malmaison-5-piece-s-200-m2/1263768043A1KIVHMN000,Maison,Rueil-Malmaison (92500),1180000,6,200,03/09/2022,Terrasse,Parking,D,D
1263767914,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-palaiseau-1-piece-s-17-5-m2/1263767914A1KIVHAP000,Appartement,Palaiseau (91120),99000,1,18,03/09/2022,NC,NC,NC,NC
1263767801,https://www.paruvendu.fr/immobilier/prestige/appartement/le-charme-de-l-ancien-dans-un-quartier-vivant/1263767801A1KIVHAP000,Appartement,Paris 15,710500,3,72,03/09/2022,NC,Cave,E,C
1263767771,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-fontenay-sous-bois-3-piece-s-51-25-m2/1263767771A1KIVHAP000,Appartement,Fontenay-sous-Bois (94120),387000,3,51,03/09/2022,NC,Cave,G,C
1263767738,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-poissy-4-piece-s-85-m2/1263767738A1KIVHAP000,Appartement,Poissy (78300),304500,4,72,03/09/2022,Balcon,Cave,E,F
1263767718,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-alfortville-3-piece-s-69-m2/1263767718A1KIVHAP000,Appartement,Alfortville (94140),310000,3,69,03/09/2022,NC,NC,D,D
1263767714,https://www.paruvendu.fr/immobilier/vente/appartement/paris-15-studette-en-parfait-etat/1263767714A1KIVHAP000,Appartement,Paris 15,189000,1,14,03/09/2022,NC,NC,E,B
1263767706,https://www.paruvendu.fr/immobilier/vente/appartement/studio-refait-a-neuf/1263767706A1KIVHAP000,Appartement,Paris 13,240000,1,23,03/09/2022,NC,Cave,F,NC
1263767707,https://www.paruvendu.fr/immobilier/vente/appartement/studio-bien-agence/1263767707A1KIVHAP000,Appartement,Paris 19,275000,1,32,03/09/2022,NC,Cave,D,D
1263767705,https://www.paruvendu.fr/immobilier/prestige/appartement/superbe-3-pieces/1263767705A1KIVHAP000,Appartement,Paris 20,699000,3,78,03/09/2022,NC,Cave,D,D
1263767701,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-nogent-sur-marne-3-piece-s-56-30-m2/1263767701A1KIVHAP000,Appartement,Nogent-sur-Marne (94130),415000,3,56,03/09/2022,NC,Cave,F,F
1263767686,https://www.paruvendu.fr/immobilier/vente/maison/maison-fontenay-sous-bois-6-piece-s-110-m2/1263767686A1KIVHMN000,Maison,Fontenay-sous-Bois (94120),515000,6,110,03/09/2022,NC,Cave,NC,NC
1263767684,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-fontenay-sous-bois-4-piece-s-84-m2/1263767684A1KIVHAP000,Appartement,Fontenay-sous-Bois (94120),515000,4,84,03/09/2022,NC,Parking,D,C
1263767685,https://www.paruvendu.fr/immobilier/prestige/maison/maison-fontenay-sous-bois-6-piece-s-110-m2/1263767685A1KIVHMN000,Maison,Fontenay-sous-Bois (94120),615000,6,110,03/09/2022,NC,Cave,NC,NC
1263767682,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-fontenay-sous-bois-3-piece-s/1263767682A1KIVHAP000,Appartement,Fontenay-sous-Bois (94120),335000,3,46,03/09/2022,NC,Cave,E,B
1263767642,https://www.paruvendu.fr/immobilier/prestige/maison/maison-mode-de-vie-plain-pied-etrechy/1263767642A1KIVHMN000,Maison,Étréchy (91580),735000,10,300,03/09/2022,NC,Parking,C,C
1263767641,https://www.paruvendu.fr/immobilier/vente/maison/pavillon-6-pieces-sur-morigny-champigny/1263767641A1KIVHMN000,Maison,Morigny-Champigny (91150),365000,6,127,03/09/2022,Terrasse,Parking,E,B
1263767640,https://www.paruvendu.fr/immobilier/vente/appartement/3-pieces-en-centre-ville-d-etampes-avec-balcon-et-parking/1263767640A1KIVHAP000,Appartement,Étampes (91150),192160,3,67,03/09/2022,Balcon,Parking,NC,NC
1263767628,https://www.paruvendu.fr/immobilier/vente/maison/maison-vitry-sur-seine-6-piece-s-85-m2-sur-260m2-de-terrain/1263767628A1KIVHMN000,Maison,Vitry-sur-Seine (94400),440000,6,85,03/09/2022,NC,NC,NC,NC
1263767625,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-draveil-5-piece-s-102m2/1263767625A1KIVHAP000,Appartement,Draveil (91210),265000,5,102,03/09/2022,Balcon,Parking,E,E
1263767601,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-9m2-paris/1263767601A1KIVHAP000,Appartement,Paris 11,105000,1,9,03/09/2022,NC,NC,G,C
1263106229,https://www.paruvendu.fr/immobilier/vente/villa/maison-164m2-barbizon/1263106229A1KIVHVI000,Villa,Barbizon (77630),399900,7,164,03/09/2022,Terrasse,Parking,C,D
1263106228,https://www.paruvendu.fr/immobilier/vente/villa/maison-164m2-milly-la-foret/1263106228A1KIVHVI000,Villa,Milly-la-Forêt (91490),399900,7,164,03/09/2022,Terrasse,Parking,C,D
1263106227,https://www.paruvendu.fr/immobilier/vente/villa/maison-164m2-perthes/1263106227A1KIVHVI000,Villa,Perthes (77930),399900,7,164,03/09/2022,Terrasse,Parking,C,D
1263106226,https://www.paruvendu.fr/immobilier/vente/villa/maison-164m2-cely/1263106226A1KIVHVI000,Villa,Cély (77930),399900,7,164,03/09/2022,Terrasse,Parking,C,D
1263767590,https://www.paruvendu.fr/immobilier/prestige/maison/maison-orsay/1263767590A1KIVHMN000,Maison,Orsay (91400),950000,8,166,03/09/2022,Terrasse,NC,C,C
1263767584,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-3-pieces-avec-balcon/1263767584A1KIVHAP000,Appartement,Melun (77000),196000,3,58,03/09/2022,NC,Parking,C,C
1262521023,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-rozay-en-brie-1-piece-20-m2/1262521023A1KIVHAP000,Appartement,Fontenay-Trésigny (77610),90000,1,20,03/09/2022,NC,NC,G,C
1263767582,https://www.paruvendu.fr/immobilier/vente/appartement/a-7-min-a-pieds-du-centre-ville-de-meaux/1263767582A1KIVHAP000,Appartement,Meaux (77100),220000,3,64,03/09/2022,Balcon,Parking,C,C
1263767560,https://www.paruvendu.fr/immobilier/vente/maison/pavillon-independant-115m2-526m2-de-jardin-coupvray/1263767560A1KIVHMN000,Maison,Serris (77700),464200,4,115,03/09/2022,NC,NC,NC,NC
1263767464,https://www.paruvendu.fr/immobilier/vente/maison/maison-auvers-sur-oise-5-piece-s/1263767464A1KIVHMN000,Maison,Auvers-sur-Oise (95430),265238,5,83,03/09/2022,NC,NC,E,E
1263767463,https://www.paruvendu.fr/immobilier/vente/appartement/cergy-2-piece-s-39-m2/1263767463A1KIVHAP000,Appartement,Cergy (95000),175000,2,39,03/09/2022,NC,NC,NC,NC
1263767462,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-courdimanche-2-pieces-50-m2/1263767462A1KIVHAP000,Appartement,Courdimanche (95800),195175,2,50,03/09/2022,NC,NC,NC,NC
1263767456,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-nanterre-4-piece-s-84-75-m2/1263767456A1KIVHAP000,Appartement,Nanterre (92000),475000,4,85,03/09/2022,Balcon,Parking,NC,NC
1258834311,https://www.paruvendu.fr/immobilier/vente/maison/dpt-val-d-oise-95-a-vendre-grisy-les-platres-maison-p5-de/1258834311A1KIVHMN000,Maison,Grisy-les-Plâtres (95810),373000,5,150,03/09/2022,Terrasse,NC,D,B
1263009884,https://www.paruvendu.fr/immobilier/vente/maison/dpt-essonne-91-a-vendre-saintry-sur-seine-maison-p8/1263009884A1KIVHMN000,Maison,Saintry-sur-Seine (91250),430000,8,177,03/09/2022,Terrasse,Cave,E,B
1263766997,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-essonne-91-a-vendre-appartement-t4/1263766997A1KIVHAP000,Appartement,Arpajon (91290),219000,4,81,03/09/2022,NC,Box,D,D
1262897330,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-vaureal-appartement-t3/1262897330A1KIVHAP000,Appartement,Vauréal (95490),235000,3,62,03/09/2022,Terrasse,Parking,E,C
1263766976,https://www.paruvendu.fr/immobilier/prestige/appartement/t2/1263766976A1KIVHAP000,Appartement,Levallois-Perret (92300),660000,2,43,03/09/2022,NC,NC,NC,NC
1262950558,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-essonne-91-a-vendre-ballainvilliers-appartement-t3-de/1262950558A1KIVHAP000,Appartement,Ballainvilliers (91160),275000,3,64,03/09/2022,Balcon,NC,B,C
1263766960,https://www.paruvendu.fr/immobilier/vente/maison/dpt-yvelines-78-a-vendre-acheres-maison-p6-de-130-24-m2/1263766960A1KIVHMN000,Maison,Achères (78260),436650,6,130,03/09/2022,Terrasse,Box,C,C
1263766912,https://www.paruvendu.fr/immobilier/vente/maison/maison/1263766912A1KIVHMN000,Maison,Prunay-en-Yvelines (78660),330000,4,105,03/09/2022,NC,NC,E,B
1263766904,https://www.paruvendu.fr/immobilier/prestige/appartement/t3/1263766904A1KIVHAP000,Appartement,Levallois-Perret (92300),725000,3,63,03/09/2022,NC,Box,B,C
1263766906,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1263766906A1KIVHAP000,Appartement,Les Pavillons-sous-Bois (93320),155000,2,36,03/09/2022,NC,NC,C,C
1263766900,https://www.paruvendu.fr/immobilier/prestige/maison/maison/1263766900A1KIVHMN000,Maison,Ivry-sur-Seine (94200),660000,4,123,03/09/2022,Terrasse,NC,C,C
1263766891,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1263766891A1KIVHAP000,Appartement,Paris 20,417900,2,43,03/09/2022,Balcon,Cave,E,B
1263766890,https://www.paruvendu.fr/immobilier/vente/appartement/t5/1263766890A1KIVHAP000,Appartement,Massy (91300),339000,5,110,03/09/2022,NC,Box,C,C
1263766888,https://www.paruvendu.fr/immobilier/vente/appartement/t3/1263766888A1KIVHAP000,Appartement,Clichy (92110),400000,3,47,03/09/2022,Terrasse,Cave,E,B
1263766887,https://www.paruvendu.fr/immobilier/prestige/maison/maison/1263766887A1KIVHMN000,Maison,Chaville (92370),1100000,6,136,03/09/2022,NC,NC,E,D
1263732230,https://www.paruvendu.fr/immobilier/vente/maison/maison/1263732230A1KIVHMN000,Maison,Rambouillet (78120),444000,6,120,03/09/2022,Terrasse,Box,D,C
1263766884,https://www.paruvendu.fr/immobilier/prestige/appartement/t4/1263766884A1KIVHAP000,Appartement,Versailles (78000),750000,4,80,03/09/2022,NC,Box,A,A
1263671347,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1263671347A1KIVHAP000,Appartement,Vanves (92170),255000,1,30,03/09/2022,NC,Parking,D,E
1263105149,https://www.paruvendu.fr/immobilier/vente/appartement/t4/1263105149A1KIVHAP000,Appartement,Mantes-la-Ville (78711),130000,4,65,03/09/2022,NC,Cave,G,C
1263132907,https://www.paruvendu.fr/immobilier/prestige/maison/maison/1263132907A1KIVHMN000,Maison,Rambouillet (78120),1160000,10,300,03/09/2022,NC,Box,E,B
1263051313,https://www.paruvendu.fr/immobilier/vente/appartement/t3/1263051313A1KIVHAP000,Appartement,Rosny-sur-Seine (78710),142000,3,62,03/09/2022,NC,Cave,C,B
1263309637,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1263309637A1KIVHAP000,Appartement,Paris 14,449500,2,48,03/09/2022,NC,Cave,F,G
1263539067,https://www.paruvendu.fr/immobilier/prestige/maison/maison/1263539067A1KIVHMN000,Maison,Montreuil (93100),799000,4,90,03/09/2022,Terrasse,NC,C,C
1262562843,https://www.paruvendu.fr/immobilier/prestige/appartement/t4/1262562843A1KIVHAP000,Appartement,Boulogne-Billancourt (92100),649500,4,78,03/09/2022,Balcon,Parking,D,E
1262519252,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262519252A1KIVHAP000,Appartement,Paris 10,128500,NC,NC,NC,NC,NC,NC,NC
1262399551,https://www.paruvendu.fr/immobilier/vente/appartement/t3/1262399551A1KIVHAP000,Appartement,Paris 14,565000,NC,NC,NC,NC,NC,NC,NC
1262399500,https://www.paruvendu.fr/immobilier/prestige/appartement/t5/1262399500A1KIVHAP000,Appartement,Paris 11,884000,5,75,03/09/2022,NC,Cave,E,E
1260168802,https://www.paruvendu.fr/immobilier/vente/maison/maison/1260168802A1KIVHMN000,Maison,Chevilly-Larue (94550),499000,5,85,03/09/2022,NC,Box,G,G
1259775009,https://www.paruvendu.fr/immobilier/vente/maison/maison/1259775009A1KIVHMN000,Maison,Bondy (93140),255000,3,67,03/09/2022,Terrasse,Parking,C,A
1260016673,https://www.paruvendu.fr/immobilier/vente/maison/maison/1260016673A1KIVHMN000,Maison,Auvers-sur-Oise (95430),525000,10,245,03/09/2022,NC,Box,E,F
1263766838,https://www.paruvendu.fr/immobilier/prestige/appartement/residence-de-standing-4-pieces-secteur-eglise-marche/1263766838A1KIVHAP000,Appartement,La Garenne-Colombes (92250),990000,4,106,03/09/2022,Balcon,NC,NC,NC
1263766839,https://www.paruvendu.fr/immobilier/prestige/appartement/residence-de-standing-4-pieces-secteur-eglise-marche/1263766839A1KIVHAP000,Appartement,La Garenne-Colombes (92250),770000,4,92,03/09/2022,Balcon,NC,NC,NC
