id_emplacement,cd_postal,lb_ville
933,95450,Longuesse 
934,93,l ile st denis 
935,77760,Rumont 
936,91820,Vayres-sur-Essonne 
937,95770,Montreuil-sur-Epte 
938,78113,Bourdonné 
939,77560,Courtacon 
940,77510,Doue 
941,77940,Flagy 
942,77580,Voulangis 
943,78980,Saint-Illiers-la-Ville 
944,95640,Bréançon 
945,91780,Saint-Hilaire 
946,77940,Noisy-Rudignon 
947,75,paris 
948,93460,Gournay-sur-Marne 
949,95420,Saint-Gervais 
950,77178,Oissery 
951,77540,Nesles La Gilberde 
952,77760,Ury 
953,77720,Saint-Ouen-en-Brie 
954,95510,Aincourt 
955,95830,Frémécourt 
956,77230,Thieux 
957,95270,Asnières-sur-Oise 
958,77890,Obsonville 
959,78113,La Hauteville 
960,78125,Gazeran 
961,77760,Buthiers 
962,77760,Fromont 
963,77940,Diant 
964,77114,Gouaix 
965,95,goussainville 
966,77520,Cessoy-en-Montois 
967,95450,Us 
968,95420,Nucourt 
969,91580,Villeconin 
970,78750,Mareil-Marly 
971,78270,Rolleboise 
972,77390,Crisenoy 
973,94,maisons alfort 
